name,url,price,imgs
Contrast Detailed Top,/en/products/contrast-detailed-top-cream-1100-007425-0021,16.48,"/globalassets/contrast_detailed_top-1100-007425-0021_0036.jpg?ref=D1B42FE3E6, /globalassets/contrast_detailed_top-1100-007425-0021_0018-1.jpg?ref=B2E5701643, /globalassets/contrast_detailed_top-1100-007425-0021_0023.jpg?ref=0F9CD2C6B4, /globalassets/contrast_detailed_top-1100-007425-0021_0033.jpg?ref=075D3C261D"
Chiffon Frill Mini Dress,/en/products/chiffon-frill-mini-dress-yellow-with-flower-print-1100-009784-7788,32.97,"/globalassets/chiffon_frill_mini_dress_1100-009784-7788_3126.jpg?ref=34E16C5B03, /globalassets/chiffon_frill_mini_dress_1100-009784-7788_3158.jpg?ref=84FA002D54, /globalassets/chiffon_frill_mini_dress_1100-009784-7788_3143.jpg?ref=8C3255AE91, /globalassets/chiffon_frill_mini_dress_1100-009784-7788_3145.jpg?ref=D849254DD8"
Draped Jersey Top,/en/products/draped-jersey-top-beige-1100-008721-0005,11.98,"/globalassets/draped_jersey_top_1100-008721-00050833.jpg?ref=09B7A6D4A3, /globalassets/draped_jersey_top_1100-008721-00050821.jpg?ref=799A536710, /globalassets/draped_jersey_top_1100-008721-00050813_01c.jpg?ref=23A576A8AE, /globalassets/draped_jersey_top_1100-008721-00050815.jpg?ref=C87D2AA5A2, /globalassets/draped_jersey_top-1100-008721-0005_5562_flatlayf.jpg?ref=09E290EDC0"
Draped Jersey Top,/en/products/draped-jersey-top-grey-1100-008721-0008,11.98,"/globalassets/draped_jersey_top_1100-008721-00082112.jpg?ref=AD9DB7FC9B, /globalassets/draped_jersey_top_1100-008721-00082118.jpg?ref=9AA3B5F2BF, /globalassets/draped_jersey_top_1100-008721-00082103_01c.jpg?ref=F6ECF44183, /globalassets/draped_jersey_top_1100-008721-00082109.jpg?ref=A26D0E236A, /globalassets/draped_jersey_top-1100-008721-0008_5561_flatlayf.jpg?ref=512EC03BF2"
Sculpture Collage Print Ruched Maxi Dress,/en/products/sculpture-collage-print-ruched-maxi-dress-pink-print-1686-000212-0697,54.97,"/globalassets/sculpture_collage_print_ruched_maxi_dress_1686-000212-0697_0864_01c.jpg?ref=4294ED0E8F, /globalassets/sculpture_collage_print_ruched_maxi_dress_1686-000212-0697_0875.jpg?ref=AD42EDB872, /globalassets/sculpture_collage_print_ruched_maxi_dress_1686-000212-0697_0865.jpg?ref=F8ECF4AE11, /globalassets/sculpture_collage_print_ruched_maxi_dress_1686-000212-0697_0870.jpg?ref=E19B76843B, /globalassets/sculpture_collage_print_ruched_maxi_dress-1686-000212-0697_9224_flatlayf.jpg?ref=7916DA79AB"
Flowy Dropped Waist Maxi Skirt,/en/products/flowy-dropped-waist-maxi-skirt-black-1100-009218-0002,34.97,"/globalassets/flowy_dropped_waist_maxi_skirt_1100-009218-0002_21870.jpg?ref=DFB2531E88, /globalassets/flowy_dropped_waist_maxi_skirt_1100-009218-0002_21901.jpg?ref=A80F11E985, /globalassets/flowy_dropped_waist_maxi_skirt_1100-009218-0002_21880.jpg?ref=1CEA09C51A, /globalassets/flowy_dropped_waist_maxi_skirt_1100-009218-0002_21887.jpg?ref=3A368F0946, /globalassets/flowy_dropped_waist_maxi_skirt-1100-009218-0002_0012_flatlay.jpg?ref=D60BDE946F"
Fine Knitted Heartshape Top,/en/products/fine-knitted-heartshape-top-offwhite-1100-008997-0260,22.47,"/globalassets/mayaweyhe_1100-008997-0260_social.jpg?ref=1A6C39C0A4, /globalassets/fine_knitted_heartshaped_top_1100-008997-02601695.jpg?ref=0E9A76FDBB, /globalassets/fine_knitted_heartshaped_top_1100-008997-02601724.jpg?ref=EC3E41A0F6, /globalassets/fine_knitted_heartshaped_top_1100-008997-02601676.jpg?ref=3F9B8C37BC, /globalassets/fine_knitted_heartshaped_top_1100-008997-02601699.jpg?ref=1AA0C1752F, /globalassets/mayaweyhe_1100-008997-0260_social_1.jpg?ref=24DA9E235C"
Scarf Detail Tube Top,/en/products/scarf-detail-tube-top-offwhite-1018-010422-0260,8.98,"/globalassets/by_eva_-1018-010422-0260_social.jpg?ref=F6562E4804, /globalassets/nakd_scarf_detail_tube_top_1018-010422-0260_6574-1.jpg?ref=531D54D292, /globalassets/nakd_scarf_detail_tube_top_1018-010422-0260_6603.jpg?ref=31F6DC966D, /globalassets/nakd_scarf_detail_tube_top_1018-010422-0260_6588.jpg?ref=43C1AF4DE3, /globalassets/nakd_scarf_detail_tube_top_1018-010422-0260_6568_01c.jpg?ref=D8AE554D4C, /globalassets/brooketang_1018-010422-0260_social.jpg?ref=6005AB2D53"
Overlap Mini Skirt,/en/products/overlap-mini-skirt-orange-1607-000052-0261,32.97,"/globalassets/overlap_mini_skirt_1607-000052-0261_69894.jpg?ref=85EBFDF5BD, /globalassets/overlap_mini_skirt_1607-000052-0261_69941.jpg?ref=52840C5C17, /globalassets/overlap_mini_skirt_1607-000052-0261_69840.jpg?ref=461B786576, /globalassets/overlap_mini_skirt_1607-000052-0261_69932.jpg?ref=4AFE6BB17D, /globalassets/overlap_mini_skirt_1607-000052-0261_edit.jpg?ref=C82E22EA23, /globalassets/overlap_mini_skirt_1607-000052-0261_3_edit-1.jpg?ref=9A332DC487"
Open Back Structured Top,/en/products/open-back-structured-top-offwhite-1100-009038-0260,29.97,"/globalassets/open_back_structured_top_1100-009038-02600981.jpg?ref=A5FCF878F2, /globalassets/open_back_structured_top_1100-009038-02600977.jpg?ref=DC8A31B523, /globalassets/open_back_structured_top_1100-009038-02600989.jpg?ref=4D92B671CE, /globalassets/open_back_structured_top_1100-009038-02600968_01c.jpg?ref=3987BB23CF, /globalassets/open_back_structured_top-1100-009038-0260_5548_flatlayf.jpg?ref=ADB228BE87"
Marked Waist Mini Dress,/en/products/marked-waist-mini-dress-post-floral-1100-008961-2277,41.97,"/globalassets/marked_waist_mini_dress-1100-008961-2277_18714.jpg?ref=70B5EC1F7E, /globalassets/marked_waist_mini_dress-1100-008961-2277_18749.jpg?ref=BC1EA11570, /globalassets/marked_waist_mini_dress-1100-008961-2277_18726.jpg?ref=3B10111470, /globalassets/marked_waist_mini_dress-1100-008961-2277_18739.jpg?ref=2CC6046F84, /globalassets/marked_waist_midi_dress_1100-008961-2277_3584.jpg?ref=4EC8CEEB63, /globalassets/marked_waist_midi_dress_1100-008961-2277_3618.jpg?ref=6CAEB21E29, /globalassets/marked_waist_mini_dress-1100-008961-2277_1774-copy_flatlayf.jpg?ref=B270D5F32E"
Sleeveless Jersey Top,/en/products/sleeveless-jersey-top-black-1100-007490-0002,29.97,"/globalassets/nakd_sleeveless_jersey_top_1100-007490-0002_35656.jpg?ref=7E24E30097, /globalassets/nakd_sleeveless_jersey_top_1100-007490-0002_35678.jpg?ref=3CF6D5ED2A, /globalassets/nakd_sleeveless_jersey_top_1100-007490-0002_35625_01c.jpg?ref=0D923D9B67, /globalassets/nakd_sleeveless_jersey_top_1100-007490-0002_35671.jpg?ref=10952B9DA4, /globalassets/nakd_sleeveless_jersey_top_1100-007490-0002_35683.jpg?ref=78BEA94EA0"
Braid Detail Cotton Top,/en/products/braid-detail-cotton-top-white-1100-008398-0001,29.97,"/globalassets/braid_deyail_cotton_top_1100-008398-0001_012.jpg?ref=AC3342D823, /globalassets/braid_deyail_cotton_top_1100-008398-0001_14033.jpg?ref=F2E7626D14, /globalassets/braid_deyail_cotton_top_1100-008398-0001_14006_01c.jpg?ref=119E3B56DB, /globalassets/braid_deyail_cotton_top_1100-008398-0001_14018.jpg?ref=79FEFF0C6B, /globalassets/braid_deyail_cotton_top_1100-008398-0001_14024.jpg?ref=899BEA8A55, /globalassets/braid_detail_cotton_top-1100-008398-0001_8504_flatlay.jpg?ref=4BDB3D856C"
Men´s Linnen Blazer,/en/products/mens-linnen-blazer-blue-stripe-1686-000157-0238,37.48,"/globalassets/mens_linnen_blazer__1686-000157-0238_editorial1.jpg?ref=1EBEC537B1, /globalassets/mens_linnen_blazer-1686-000157-023834546.jpg?ref=A154FA9100, /globalassets/mens_linnen_blazer-1686-000157-02382354.jpg?ref=C10D72AFDE, /globalassets/mens_linnen_blazer-1686-000157-02383435.jpg?ref=DA7DFEC616, /globalassets/mens_linnen_blazer-1686-000157-023830357_01c.jpg?ref=8490A89F88, /globalassets/mens_linnen_blazer__1686-000157-0238_editorial2.jpg?ref=19F7FA0A4A"
Anglaise Long Sleeve Blouse,/en/products/anglaise-long-sleeve-blouse-white-1014-001501-0001,41.97,"/globalassets/anglaise_long_sleeve_blouse_1014-001501-0001_8373.jpg?ref=943478C6B0, /globalassets/anglaise_long_sleeve_blouse_1014-001501-0001_23106.jpg?ref=177CB21B5C, /globalassets/anglaise_long_sleeve_blouse_1014-001501-0001_23091.jpg?ref=678757B932, /globalassets/anglaise_long_sleeve_blouse_1014-001501-0001_23066_01c.jpg?ref=2CD6A15F10"
Buckle Detail Maxi Skirt,/en/products/buckle-detail-maxi-skirt-orange-1100-008309-0261,27.47,"/globalassets/buckle_detail_maxi_skirt_1100-00809-0261_14939_1.jpg?ref=ECDFB3C1E9, /globalassets/buckle_detail_maxi_skirt_1100-00809-0261_15011_1.jpg?ref=58E62C935C, /globalassets/buckle_detail_maxi_skirt_1100-00809-0261_15016_1.jpg?ref=7C582BBF4E, /globalassets/buckle_detail_maxi_skirt_1100-00809-0261_15025_1.jpg?ref=72EF36B561, /globalassets/skirt_1100-008309-0261_campaign.jpg?ref=A617DE0FBE, /globalassets/buckle_detail_maxi_skirt-1100-008309-0261_8360_flatlayf.jpg?ref=185362A837"
Elastic Waist Mini Cotton Skirt,/en/products/organic-elastic-waist-mini-cotton-skirt-white,11.98,"/globalassets/nakd_elastic_waist_mini_cotton_skirt_1018-007687-0001_4509.jpg?ref=732721707B, /globalassets/nakd_elastic_waist_mini_cotton_skirt_1018-007687-0001_01c.jpg?ref=E7B335D78E, /globalassets/nakd_elastic_waist_mini_cotton_skirt_1018-007687-0001_4522.jpg?ref=E6A4B28235, /globalassets/nakd_elastic_waist_mini_cotton_skirt_1018-007687-0001_4542.jpg?ref=18890F9E11, /globalassets/nakd_elastic_waist_mini_cotton_skirt_1018-007687-0001_4511.jpg?ref=B43ABDAD7A"
Loose Cotton Trousers,/en/products/loose-cotton-trousers-offwhite-1018-009659-0260,16.48,"/globalassets/nakd_loose_cotton_trousers_1018-009659-0260_02.jpg?ref=93F7EE6B4F, /globalassets/nakd_loose_cotton_trousers_1018-009659-0260_03.jpg?ref=BFB8A7B64B, /globalassets/nakd_loose_cotton_trousers_1018-009659-0260_01c.jpg?ref=18955648CB, /globalassets/nakd_loose_cotton_trousers_1018-009659-0260_04.jpg?ref=198213A72F"
Modal Straight Fit Maxi Skirt,/en/products/modal-straight-fit-maxi-skirt-dark-grey-1018-010511-0366,35.97,"/globalassets/modal_straight_fit_maxi_skirt_1018-010511-0366_0017.jpg?ref=6013790303, /globalassets/modal_straight_fit_maxi_skirt_1018-010511-0366_0031.jpg?ref=122BFC1548, /globalassets/modal_straight_fit_maxi_skirt_1018-010511-0366_0098-copy.jpg?ref=28BAEF0599, /globalassets/modal_straight_fit_maxi_skirt_1018-010511-0366_0001-copy_01c.jpg?ref=69D7DE9E73, /globalassets/modal_straight_fit_maxi_skirt_1018-010511-0366_0017_editorial.jpg?ref=1FED9EC16E, /globalassets/anneorion_1018-010511-0366_social.jpg?ref=E8EE2D8175"
Structured Shell Top,/en/products/structured-shell-top-light-blue-1100-007487-0047,16.48,"/globalassets/structured_shell_top-1100-007487-0047_01c.jpg?ref=0274DAE7A8, /globalassets/structured_shell_top-1100-007487-0047_53914.jpg?ref=0B4EE4C95F, /globalassets/structured_shell_top-1100-007487-0047_53904.jpg?ref=AE6A42ABFC, /globalassets/structured_shell_top-1100-007487-0047_53920.jpg?ref=CCB4D767E2"
Open Back Tie Top,/en/products/open-back-tie-top-orange-1018-010402-0261,5.98,"/globalassets/open_back_tie_top-1018-010402-026127738.jpg?ref=5C4B55A2D9, /globalassets/open_back_tie_top-1018-010402-026127705-copy.jpg?ref=2FEE988080, /globalassets/open_back_tie_top-1018-010402-026127742.jpg?ref=4B62B79DAE, /globalassets/open_back_tie_top-1018-010402-026127723.jpg?ref=ED4DF7D081, /globalassets/open_back_tie_top-1018-010402-026127690_01c.jpg?ref=542F9B20BD"
Halterneck Pleated Top,/en/products/halterneck-pleated-top-rust-1100-007635-0179,8.98,"/globalassets/halterneck_pleated_top_1100-007635-0179_02.jpg?ref=4A62DADE30, /globalassets/halterneck_pleated_top_1100-007635-0179_04.jpg?ref=DE8D3BDB05, /globalassets/halterneck_pleated_top_1100-007635-0179_03.jpg?ref=39255D667F, /globalassets/halterneck_pleated_top_1100-007635-0179_01c.jpg?ref=49E6A99A15"
Fine Knitted Tube Top,/en/products/fine-knitted-tube-top-blue-1100-007131-0003,11.98,"/globalassets/nakd_fine_knitted_tube_top_1100-007131-0003_04.jpg?ref=B3B81C23C3, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0003_03.jpg?ref=03EEFAAE41, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0003_01.jpg?ref=C5A4BF87F4, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0003_02.jpg?ref=BB4D3BEDF8"
Knitted V-Neck Cardigan,/en/products/knitted-v-neck-cardigan-cream-1100-008679-0342,34.97,"/globalassets/knitted_v-neck_cardigan_1100-008679-0342_1836.jpg?ref=C9704317E0, /globalassets/knitted_v-neck_cardigan_1100-008679-0342_1826.jpg?ref=CFCB1E53D0, /globalassets/knitted_v-neck_cardigan_1100-008679-0342_1798_01c.jpg?ref=69AF635B3E, /globalassets/knitted_v-neck_cardigan_1100-008679-0342_1821.jpg?ref=90A5F7C1C0, /globalassets/knitted_v-neck_cardigan_1100-008679-0342522.jpg?ref=42DD0384EE, /globalassets/knitted_v-neck_cardigan_1100-008679-03424623.jpg?ref=B4171D99E0, /globalassets/knitted_v-neck_cardigan-1100-008679-0342_9657-copy_flatlay.jpg?ref=2F3899FB39"
Striped Twist Detailed Tube Top,/en/products/striped-twist-detailed-tube-top-blackwhite-1100-007062-0041,23.97,"/globalassets/nakd_striped_twist_detailed_tube_top_1100-007062-0041_edit.jpg?ref=53D5B8B606, /globalassets/nakd_striped_twist_detailed_tube_top_1100-007062-0041_26167.jpg?ref=12310DB2E3, /globalassets/nakd_striped_twist_detailed_tube_top_1100-007062-0041_26156.jpg?ref=2B92A577A4, /globalassets/nakd_striped_twist_detailed_tube_top_1100-007062-0041_26142.jpg?ref=9535C664D1, /globalassets/nakd_striped_twist_detailed_tube_top_1100-007062-0041_26133_01c.jpg?ref=ED90574AA5, /globalassets/maisouimanon_-1100-007062-0041_social.jpg?ref=8FF54A9BB3"
V-neck Satin Maxi Dress,/en/products/v-neck-satin-maxi-dress-black-1648-000147-0002,29.98,"/globalassets/nakd_v-neck_satin_maxi_dress-1648-000147-0002-4646.jpg?ref=9DCE2399D6, /globalassets/nakd_v-neck_satin_maxi_dress-1648-000147-0002-4669-copy.jpg?ref=E62E24C4CF, /globalassets/nakd_v-neck_satin_maxi_dress-1648-000147-0002-4667.jpg?ref=7AAD799F2B, /globalassets/nakd_v-neck_satin_maxi_dress-1648-000147-0002-4679.jpg?ref=423E05F47E"
Fine Knitted Tube Top,/en/products/fine-knitted-tube-top-offwhite-1100-007131-0260,14.98,"/globalassets/rosebrashkis_fine-knitted-tube-top-offwhite-1100-007131-0260_social.jpg?ref=E10A9C433A, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0260_2840.jpg?ref=4B26D9ECE0, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0260_2859.jpg?ref=51F1772C9F, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0260_2746_01c.jpg?ref=E164FC94BD, /globalassets/nakd_fine_knitted_tube_top_1100-007131-0260_2821.jpg?ref=47648F53DD, /globalassets/rosebrashkis_fine-knitted-tube-top-offwhite-1100-007131-0260_social2.jpg?ref=CCA9046887"
Tank Top,/en/products/tank-top-blue-1100-009379-0003,12.47,"/globalassets/tank_top_1100-009379-0003_9578-.jpg?ref=0308F6DFEE, /globalassets/tank_top_1100-009379-0003_9569-.jpg?ref=89795C2A9E, /globalassets/tank_top_1100-009379-0003_9560-_01c.jpg?ref=F06A169370, /globalassets/tank_top_1100-009379-0003_9565-.jpg?ref=1A2A4DA903, /globalassets/tank_top_1100-009379-00030203-copy-2_flatlayf.jpg?ref=ED6FD61BC5"
Drawstring Structured Mini Dress,/en/products/drawstring-structured-mini-dress-olive-green-1014-001325-0031,25.48,"/globalassets/nakd_drawstring_structured_mini_dress_1014-001325-0031-28746.jpg?ref=ACDF05805D, /globalassets/nakd_drawstring_structured_mini_dress_1014-001325-0031_4.jpg?ref=1864E3962F, /globalassets/nakd_drawstring_structured_mini_dress_1014-001325-0031-28778.jpg?ref=2B52BAE980, /globalassets/nakd_drawstring_structured_mini_dress_1014-001325-0031_3.jpg?ref=DCE327CECA"
Sleeveless Asymmetric Bandeau Top,/en/products/sleeveless-asymmetric-bandeau-top-red-1100-008359-0004,27.47,"/globalassets/sleeveless-asymmetric-bandeau-top-1100-008359-00047446_01c.jpg?ref=359FFE767A, /globalassets/sleeveless-asymmetric-bandeau-top-1100-008359-00047491.jpg?ref=AA701F0410, /globalassets/sleeveless-asymmetric-bandeau-top-1100-008359-00047454.jpg?ref=B39CD4A213, /globalassets/sleeveless-asymmetric-bandeau-top-1100-008359-00047479.jpg?ref=5ADC54311C, /globalassets/sleeveless_asymmetric_bandeau_top_1100-008359-00044790_flatlayf.jpg?ref=BAAC187704"
Linen Blend LS Flowy Mini Dress,/en/products/linen-blend-ls-flowy-mini-dress-white-1100-008653-0001,54.97,"/globalassets/linen_blend_ls_flowy_mini_dress_1100-008653-00010222_01c.jpg?ref=A4DAB2D62D, /globalassets/linen_blend_ls_flowy_mini_dress_1100-008653-00010241.jpg?ref=3BC138D780, /globalassets/linen_blend_ls_flowy_mini_dress_1100-008653-00010230.jpg?ref=9C7153161C, /globalassets/linen_blend_ls_flowy_mini_dress_1100-008653-00010232.jpg?ref=28B126909B"
Cotton Mini Skirt,/en/products/cotton-mini-skirt-white-1100-009383-0001,19.97,"/globalassets/cotton_mini_skirt_1100-009383-0001_pearl_knot_earrings_1100-009735-0001_18662.jpg?ref=F96EAE7347, /globalassets/cotton_mini_skirt_1100-009383-0001_pearl_knot_earrings_1100-009735-0001_18607.jpg?ref=85F2AFB535, /globalassets/cotton_mini_skirt_1100-009383-0001_pearl_knot_earrings_1100-009735-0001_18634.jpg?ref=611BC5277E, /globalassets/cotton_mini_skirt_1100-009383-0001_pearl_knot_earrings_1100-009735-0001_18618.jpg?ref=023BFC7C83, /globalassets/cotton_mini_skirt_1100-009383-0001_creative.jpg?ref=E75F897FE6"
Linen Blend Tie Strap Midi Dress,/en/products/linen-blend-tie-strap-midi-dress-beige-1812-000319-0140,49.97,"/globalassets/linen_blend_strapless_midi_dress_1812-000319-01408664_01c.jpg?ref=96C79F456C, /globalassets/linen_blend_strapless_midi_dress_1812-000319-01408688.jpg?ref=933B36FFB5, /globalassets/linen_blend_strapless_midi_dress_1812-000319-01408674.jpg?ref=34302AF5FF, /globalassets/linen_blend_strapless_midi_dress_1812-000319-01408681.jpg?ref=E89AF4ABB7, /globalassets/linen_blend_strapless_midi_dress_1812-000319-0140_1_creative.jpg?ref=19C03D078D, /globalassets/linen_blend_tie_strap_midi_dress_1812-000319-0140_4.jpg?ref=12DD53666B, /globalassets/linen_blend_strapless_midi_dress-1812-000319-0140_1211_flatlayf.jpg?ref=59CB2A06BA"
Waterfall Midi Slip Dress,/en/products/waterfall-midi-slip-dress-light-green-1100-007237-3014,41.97,"/globalassets/waterfall_midi_slip_dress-1100-007237-3014_50289_01c.jpg?ref=E021633E69, /globalassets/waterfall_midi_slip_dress-1100-007237-3014_50319.jpg?ref=5DDDE124D6, /globalassets/waterfall_midi_slip_dress-1100-007237-3014_50312.jpg?ref=923457D94D, /globalassets/waterfall_midi_slip_dress-1100-007237-3014_50306.jpg?ref=077162DDE1"
Heart Neckline Top,/en/products/heart-neckline-top-black-1018-010432-0002,19.97,"/globalassets/heart_neckline_top_1018-010432-000263171.jpg?ref=25139CBA51, /globalassets/heart_neckline_top_1018-010432-000263193.jpg?ref=6D48C74183, /globalassets/heart_neckline_top_1018-010432-000263182.jpg?ref=5DF928F146, /globalassets/heart_neckline_top_1018-010432-000263168.jpg?ref=5A68379373"
Front Strap Detail Top,/en/products/front-strap-detail-top-offwhite-1018-010354-0260,8.98,"/globalassets/nakd_front_strap_detail_top_1018-010354-0260_34300222.jpg?ref=17CD58251F, /globalassets/nakd_front_strap_detail_top_1018-010354-0260_34300.jpg?ref=422DF17E97, /globalassets/nakd_front_strap_detail_top_1018-010354-0260_34326.jpg?ref=4EB8A9AB02, /globalassets/nakd_front_strap_detail_top_1018-010354-0260_01c.jpg?ref=68586BE93A, /globalassets/nakd_front_strap_detail_top_1018-010354-0260_34311.jpg?ref=7C8A5ACA84"
Funnel Neck Top,/en/products/funnel-neck-top-rust-1100-008990-0179,19.97,"/globalassets/funnel_neck_top_1100-008990-0179_01c-1.jpg?ref=BA63D21233, /globalassets/funnel_neck_top_1100-008990-01792771.jpg?ref=83965646CA, /globalassets/funnel_neck_top_1100-008990-01792755-1.jpg?ref=F480AB2081, /globalassets/funnel_neck_top_1100-008990-01792768.pg.jpg?ref=E257B74E50, /globalassets/funnel_neck_top_1100-008990-01794221_flatlay.jpg?ref=A799CE942A"
Buttons Front Midi Dress,/en/products/buttons-front-midi-dress-small-yellow-flowers-1014-001560-2495,74.97,"/globalassets/midi_dress_1014-001560-2495_2419.jpg?ref=C1398F4146, /globalassets/midi_dress_1014-001560-2495_01c_2403.jpg?ref=12DFE7AA6F, /globalassets/midi_dress_1014-001560-2495_2426.jpg?ref=65C607D806, /globalassets/midi_dress_1014-001560-2495_2421.jpg?ref=F7FE172C2A"
Linen Blend V-neck Mini Dress,/en/products/linen-blend-v-neck-mini-dress-deep-apricot-1812-000557-1070,41.97,"/globalassets/linen_blend_v-neck_mini_dress_1812-000557-10703421.jpg?ref=4B861D2F2F, /globalassets/linen_blend_v-neck_mini_dress_1812-000557-10703441.jpg?ref=045CF4ED00, /globalassets/linen_blend_v-neck_mini_dress_1812-000557-10703405_01c.jpg?ref=1F8DC78743, /globalassets/linen_blend_v-neck_mini_dress_1812-000557-10703458.jpg?ref=86E1CAD4BF, /globalassets/linen_blend_v-neck_mini_dress_1812-000557-10703434.jpg?ref=6299C56E88, /globalassets/linen_blend_v-neck_mini_dress_1812-000557-1070_2_campaign.jpg?ref=0A3AB259BA, /globalassets/linen_blend_v-neck_mini_dress_1812-000557-1070_1_campaign.jpg?ref=24A6F74045"
Photo Print Strap Midi Dress,/en/products/photo-print-strap-midi-dress-photo-print-1100-008537-9742,49.97,"/globalassets/photo_print_strap_midi_dress_1100-008537-9742_0744.jpg?ref=FAD995A83B, /globalassets/photo_print_strap_midi_dress_1100-008537-9742_0781.jpg?ref=A8DBD34697, /globalassets/photo_print_strap_midi_dress_1100-008537-9742_0757.jpg?ref=BD02762192, /globalassets/photo_print_strap_midi_dress_1100-008537-9742_0767.jpg?ref=490EF00906, /globalassets/dress_1100-008537-9742_campaign.jpg?ref=F873A4AE3B, /globalassets/photo_print_strap_midi_dress-1100-008537-9742_9695_flatlayf.jpg?ref=02278F82DA"
Puff Sleeve Off Shoulder Mini Dress,/en/products/puff-sleeve-off-shoulder-mini-dress-white-1100-008683-0001,34.97,"/globalassets/puff_sleeve_off_shoulder_mini_dress_1100-008683-000115477.jpg?ref=118808ADA9, /globalassets/puff_sleeve_off_shoulder_mini_dress_1100-008683-000115499.jpg?ref=E333589E55, /globalassets/puff_sleeve_off_shoulder_mini_dress_1100-008683-000115484.jpg?ref=1730BC8A8A, /globalassets/puff_sleeve_off_shoulder_mini_dress_1100-008683-000115494.jpg?ref=ECCFB47CA2, /globalassets/puff_sleeve_off_shoulder_mini_dress-1100-008683-0001_5335.jpg?ref=D8F2EF8D36, /globalassets/puff_sleeve_off_shoulder_mini_dress-1100-008683-0001_5396.jpg?ref=CEDF87E7A2, /globalassets/puff_sleeve_off_shoulder_mini_dress-1100-008683-0001_9727_flatlayf.jpg?ref=A790495BDD"
Scarf Top,/en/products/scarf-top-offwhite-1018-010415-0260,8.98,"/globalassets/scarf_top_1018-010415-02607329.jpg?ref=08F7DDB34E, /globalassets/scarf_top_1018-010415-02607376.jpg?ref=E64F9F9FD6, /globalassets/scarf_top_1018-010415-0260_01c.jpg?ref=6D566BF207, /globalassets/scarf_top_1018-010415-02607348.jpg?ref=CC8A544DAA"
Viscose Blend One Pocket Shirt,/en/products/viscose-blend-one-pocket-shirt-cream-1100-008991-0342,37.47,"/globalassets/viscose_blend_one_pocket_shirt_1100-008991-0342viscose_blend_wide_mid_waist_shorts_1100-008994-034217188.jpg?ref=2C29E84F82, /globalassets/viscose_blend_one_pocket_shirt_1100-008991-0342viscose_blend_wide_mid_waist_shorts_1100-008994-034217220.jpg?ref=7A38B6875F, /globalassets/viscose_blend_one_pocket_shirt_1100-008991-0342viscose_blend_wide_mid_waist_shorts_1100-008994-034217160.jpg?ref=03F0E594B2, /globalassets/viscose_blend_one_pocket_shirt_1100-008991-0342viscose_blend_wide_mid_waist_shorts_1100-008994-034217197.jpg?ref=9425D39129"
Soft Line Twist Top,/en/products/soft-line-twist-top-greige-1100-008765-9031,24.97,"/globalassets/soft_line_twist_top_1100-008765-9031_8661.jpg?ref=CA8A0356B1, /globalassets/soft_line_twist_top_1100-008765-9031_8680.jpg?ref=34BBF8C1F1, /globalassets/soft_line_twist_top_1100-008765-9031_8655_01c.jpg?ref=155A977BC1, /globalassets/soft_line_twist_top_1100-008765-9031_8674.jpg?ref=46E55643D6"
Pearl Detail Mini Dress,/en/products/pearl-detail-mini-dress-cream-1014-001599-0021,14.98,"/globalassets/nakd_pearl_detail_mini_dress_1014-001599-0021_14495.jpg?ref=FBF4963092, /globalassets/nakd_pearl_detail_mini_dress_1014-001599-0021_14518.jpg?ref=E98EC638FF, /globalassets/nakd_pearl_detail_mini_dress_1014-001599-0021_14507.jpg?ref=DB6517F312, /globalassets/nakd_pearl_detail_mini_dress_1014-001599-0021_14486.jpg?ref=46CB563C96"
Stripe Tube Top,/en/products/stripe-tube-top-blackwhite-1100-009621-0041,19.97,"/globalassets/stripe_tube_top_1100-009621-0041_12298.jpg?ref=A638432E37, /globalassets/stripe_tube_top_1100-009621-0041_12271.jpg?ref=DDF4F49A2A, /globalassets/stripe_tube_top_1100-009621-0041_12279.jpg?ref=DC733E2A3E, /globalassets/stripe_tube_top_1100-009621-0041_12283.jpg?ref=9E52129C04"
Draped Detail Recycled Maxi Dress,/en/products/draped-detail-recycled-maxi-dress-pink-2,25.48,"/globalassets/pamela_draped_detail_recycled_maxi_dress_1659-000050-0555_02c.jpg?ref=F255EF74B4, /globalassets/pamela_draped_detail_recycled_maxi_dress_1659-000050-0555_03d.jpg?ref=1C3ECED9DC, /globalassets/pamela_draped_detail_recycled_maxi_dress_1659-000050-0555_04c.jpg?ref=215C54E4A7, /globalassets/pamela_draped_detail_recycled_maxi_dress_1659-000050-0555_05g.jpg?ref=9ACB5CA209, /globalassets/pamela_draped_detail_recycled_maxi_dress_1659-000050-0555_06g.jpg?ref=C7F83A1B29, /globalassets/pamela_draped_detail_recycled_maxi_dress_1659-000050-0555_01c.jpg?ref=E7A51A6730"
