name,url,price,imgs
Off Shoulder Twisted Top,/en/products/off-shoulder-twisted-top-black-1720-000154-0002,54.95,"/globalassets/off_shoulder_twisted_top_1720-000154-0002_campaiign_2.jpg?ref=C852250587, /globalassets/off_shoulder_twisted_top_1720-000154-00026935.jpg?ref=50ED0AEFED, /globalassets/off_shoulder_twisted_top_1720-000154-00026950.jpg?ref=A1819743A5, /globalassets/off_shoulder_twisted_top_1720-000154-00026927_01c.jpg?ref=0A9C6058C2, /globalassets/off_shoulder_twisted_top_1720-000154-00026941.jpg?ref=0DECD133F4, /globalassets/off_shoulder_twisted_top_1720-000154-0002_campaign.jpg?ref=E289DE1E44, /globalassets/off_shoulder_twisted_top-1720-000154-0002_0556_flatlayf.jpg?ref=4F294827D3"
Soft Line Front Twist Long Sleeve Top,/en/products/soft-line-front-twist-long-sleeve-top-offwhite-1100-009115-0260,32.97,"/globalassets/soft_line_front_twist_long_sleeve_top_1100-009115-026014364.jpg?ref=10672AFD65, /globalassets/soft_line_front_twist_long_sleeve_top_1100-009115-026014383.jpg?ref=0044398E6F, /globalassets/soft_line_front_twist_long_sleeve_top_1100-009115-026014357_01c.jpg?ref=DB5025D633, /globalassets/soft_line_front_twist_long_sleeve_top_1100-009115-026014375.jpg?ref=21748D1E9D, /globalassets/soft_line_front_twist_long_sleeve_top-1100-009115-0260_5479_flatlayf.jpg?ref=A588B46498"
Long Tailored Belted Vest,/en/products/long-tailored-belted-vest-light-beige-1812-000334-0140,50.97,"/globalassets/long_tailored_belted_vest_1812-000334-0140_9839-copy.jpg?ref=C8545B0D08, /globalassets/long_tailored_belted_vest_1812-000334-0140_9854-copy.jpg?ref=8349303EEB, /globalassets/long_tailored_belted_vest_1812-000334-0140_9833-copy.jpg?ref=54FAA04351, /globalassets/long_tailored_belted_vest_1812-000334-0140_9843-copy.jpg?ref=18D4F7AF9D, /globalassets/long_tailored_belted_vest_1812-000334-0140_9845-copy.jpg?ref=E5EAD5FE9E, /globalassets/long_tailored_belted_vest_1812-000334-0140_campaign.jpg?ref=23DEEB2E7F, /globalassets/long_tailored_belted_vest_1812-000334-0140_campaign_1.jpg?ref=5EC7B29392, /globalassets/long_tailored_belted_vest-1812-000334-0140-_2045_flatlay.jpg?ref=9D94E72DC4"
V-neck Anglais Detail Maxi Dress,/en/products/v-neck-anglais-detail-maxi-dress-yellow-1812-000421-0024,42.47,"/globalassets/v-neck_anglaise_detail_maxi_dress_1812-000421-0024_11564.jpg?ref=39DDC28AFB, /globalassets/v-neck_anglaise_detail_maxi_dress_1812-000421-0024_11543_01c.jpg?ref=3B5A455A1B, /globalassets/v-neck_anglaise_detail_maxi_dress_1812-000421-0024_11557.jpg?ref=9DD1DB4F96, /globalassets/v-neck_anglaise_detail_maxi_dress_1812-000421-0024_11546.jpg?ref=345CFD5463, /globalassets/v-neck_anglaise_detail_maxi_dress_1812-000421-0024_11553.jpg?ref=985B86A6CD, /globalassets/elinwarn_1812-000421-0024_social.jpg?ref=29A1B211A6, /globalassets/v-neck_anglais_detail_maxi_dress_1812-000421-0024_2_campaign.jpg?ref=1FDECDDC46, /globalassets/v-neck_anglais_detail_maxi_dress_1812-000421-00242846_flatlayf.jpg?ref=741ABDF1BA"
Front Twist Tube Top,/en/products/front-twist-tube-top-black-1018-010372-0002,23.97,"/globalassets/front_twist_tube_top_1018-010372-0002_12446.jpg?ref=5424611C88, /globalassets/front_twist_tube_top_1018-010372-0002_12454.jpg?ref=84AEE8D079, /globalassets/front_twist_tube_top_1018-010372-0002_12442.jpg?ref=FDCFE3E4B7, /globalassets/front_twist_tube_top_1018-010372-0002_12452.jpg?ref=7246B52563"
Double Folded Body,/en/products/double-folded-body-offwhite-1044-000285-0260,29.97,"/globalassets/double_folded_body_1044-000285-0260_25541.jpg?ref=A51A3A68E1, /globalassets/double_folded_body_1044-000285-0260_25545.jpg?ref=1A51993A93, /globalassets/double_folded_body_1044-000285-0260_25510_01c.jpg?ref=E49D44DB36, /globalassets/double_folded_body_1044-000285-0260_25522.jpg?ref=8D372957D2, /globalassets/nakd_double_folded_body_1044-000285-0260_0446_flatlayf.jpg?ref=EE1FD4B629"
Linen Folded Shorts,/en/products/linen-folded-shorts-black-1018-005391-0002,41.97,"/globalassets/nakd_linen_folded_shorts_1018-005391-0002_18510.jpg?ref=B36E89242D, /globalassets/nakd_linen_folded_shorts_1018-005391-0002_18519.jpg?ref=D59DC99A1F, /globalassets/nakd_linen_folded_shorts_1018-005391-0002_18502.jpg?ref=01EF578B09, /globalassets/nakd_linen_folded_shorts_1018-005391-0002_18517.jpg?ref=DABE32BB0D, /globalassets/nakd_linen_folded_shorts_1018-005391-0002_01c.jpg?ref=9A0445B2E4"
Striped Linen Blend Shirt,/en/products/striped-linen-blend-shirt-blue-stripe-1100-008792-0238,37.47,"/globalassets/striped_linen_blend_shirt_1100-008792-0238_0473.jpg?ref=4FEB9807D1, /globalassets/striped_linen_blend_shirt_1100-008792-0238_0491.jpg?ref=7BE35746B8, /globalassets/striped_linen_blend_shirt_1100-008792-0238_0470.jpg?ref=C79F77413A, /globalassets/striped_linen_blend_shirt_1100-008792-0238_0483.jpg?ref=7DBC7BEC4D, /globalassets/striped_linen_blend_shirt-1100-008792-0238_9865_flatlay_flatlay.jpg?ref=C74E5EBC54"
Woven Double Breasted Mini Dress,/en/products/woven-double-breasted-mini-dress-white-1822-000019-0001,50.97,"/globalassets/woven_double_breasted_mini_dress-1822-000019-0001_11659_01c.jpg?ref=2508D8218A, /globalassets/woven_double_breasted_mini_dress-1822-000019-0001_11680.jpg?ref=83719C5207, /globalassets/woven_double_breasted_mini_dress-1822-000019-0001_11667.jpg?ref=C85DDBF629, /globalassets/woven_double_breasted_mini_dress-1822-000019-0001_11673.jpg?ref=4EF353E31F, /globalassets/woven_double_breasted_mini_dress-1822-000019-0001_campaign_2.jpg?ref=538BF538F9, /globalassets/woven_double_breasted_mini_dress-1822-000019-0001_0782-copy_flatlayf.jpg?ref=4D3CB657BA"
Linen Wide Leg Pants,/en/products/linen-wide-leg-pants-green-1594-000400-0010,11.98,"/globalassets/nakd_linen_wide_leg_pants_1594-000400-0010_13000.jpg?ref=30C1809FBD, /globalassets/nakd_linen_wide_leg_pants_1594-000400-0010_12981.jpg?ref=173D91EA87, /globalassets/nakd_linen_wide_leg_pants_1594-000400-0010_13009.jpg?ref=28179BEA1B, /globalassets/nakd_linen_wide_leg_pants_1594-000400-0010_13004.jpg?ref=A8130614D4"
Crochet Knitted Maxi Skirt,/en/products/crochet-knitted-maxi-skirt-offwhite-1100-009160-0260,44.97,"/globalassets/victoriatornegren_1100-009160-0260_social.jpg?ref=2855A1982F, /globalassets/crochet_knitted_maxi_skirt_1100-009160-02603603_01c.jpg?ref=7C9B38542A, /globalassets/crochet_knitted_maxi_skirt_1100-009160-02603625.jpg?ref=B323CC8704, /globalassets/crochet_knitted_maxi_skirt_1100-009160-02603617.jpg?ref=9A5C234371, /globalassets/crochet_knitted_maxi_skirt_1100-009160-02603612.jpg?ref=6285335789, /globalassets/crochet_knitted_maxi_skirt_1100-009160-02603633.jpg?ref=A358B29FFC, /globalassets/crochet_knitted_maxi_skirt_1100-009160-0260_1_campaign.jpg?ref=66790DF54A, /globalassets/chrochet_knitted_maxi_skirt_1100-009160-02600175_flatlayf.jpg?ref=43486BA03C"
Sleeveless Shirt Top,/en/products/sleeveless-shirt-top-blue-stripe-1720-000165-0238,49.95,"/globalassets/sleeveless_shirt_top__1720-000165-0238_campaign.jpg?ref=698FDD78EA, /globalassets/sleeveless_shirt_top-1720-000165-02386574.jpg?ref=E7B85E0370, /globalassets/sleeveless_shirt_top-1720-000165-02386580.jpg?ref=C9B18BB2AB, /globalassets/sleeveless_shirt_top-1720-000165-02386566_01c.jpg?ref=25EEE401D3, /globalassets/sleeveless_shirt_top-1720-000165-02386573-copy.jpg?ref=F3AC760314, /globalassets/sleeveless_shirt_top-1720-000165-0238_0566_flatlayf-2.jpg?ref=67C5F2C09F"
Smock Back Corset Top,/en/products/smock-back-corset-top-white-1017-001171-0001,23.97,"/globalassets/nakd_smock_backcorset_top_1017-001171-0001_r_01c.jpg?ref=2C674BDEE0, /globalassets/nakd_smock_backcorset_top_1017-001171-0001_34088.jpg?ref=2CFD65AAAC, /globalassets/nakd_smock_backcorset_top_1017-001171-0001_34070.jpg?ref=8EC58F392C, /globalassets/nakd_smock_backcorset_top_1017-001171-0001_34081.jpg?ref=7FA31E5033, /globalassets/nakd_smock_backcorset_top_1017-001171-0001_34075.jpg?ref=58896E446D"
Knitted Twist Top,/en/products/knitted-twist-top-offwhite-1100-009163-0260,29.97,"/globalassets/knitted_twist_top_1100-009163-0260_7005.jpg?ref=E8A39233F4, /globalassets/knitted_twist_top_1100-009163-0260_7011.jpg?ref=6E9DD4E88A, /globalassets/knitted_twist_top_1100-009163-0260_6984_01c.jpg?ref=47E7CCE28C, /globalassets/knitted_twist_top_1100-009163-0260_7003.jpg?ref=5152894A5A, /globalassets/sofifahrman_1100-009163-0260_social-2.jpeg?ref=B480002138"
Gathered Body Detail Mini Dress,/en/products/gathered-body-detail-mini-dress-pink-print-1812-000469-0697,34.97,"/globalassets/gathered_body_detail_mini_dress_1812-000469-0697_7701.jpg?ref=EABD5F5FCF, /globalassets/gathered_body_detail_mini_dress_1812-000469-0697_7718.jpg?ref=A0D76D93CE, /globalassets/gathered_body_detail_mini_dress_1812-000469-0697_7704.jpg?ref=BAE39FD712, /globalassets/gathered_body_detail_mini_dress_1812-000469-0697_7709.jpg?ref=CB2664948F, /globalassets/gathered_body_detail_mini_dress_1812-000469-0697_campaign_4.jpg?ref=181B58B01A, /globalassets/gathered_body_detail_mini_dress-1812-000469-0697_0878-copy11_flatlayf.jpg?ref=A5037383B9"
Open Back Linen Blend Strap Top,/en/products/open-back-linen-blend-strap-top-black-1100-008979-0002,29.97,"/globalassets/open_back_linen_blend_strap_top_1100-008979-00025042.jpg?ref=F593DE476F, /globalassets/open_back_linen_blend_strap_top_1100-008979-00025017.jpg?ref=EBFFB65F3F, /globalassets/open_back_linen_blend_strap_top_1100-008979-00025009_01c.jpg?ref=F4A2937E8E, /globalassets/open_back_linen_blend_strap_top_1100-008979-00025033.jpg?ref=C90C30D3DC"
Rib Knitted Halterneck Top,/en/products/rib-knitted-halterneck-top-orange-1100-007133-0261,10.48,"/globalassets/rib_knitted_halterneck_top-1100-007133-02611828.jpg?ref=AB047C09E0, /globalassets/rib_knitted_halterneck_top-1100-007133-02611851.jpg?ref=3B88EFE021, /globalassets/rib_knitted_halterneck_top-1100-007133-02611842.jpg?ref=8FC7746127, /globalassets/rib_knitted_halterneck_top-1100-007133-02611813_01c.jpg?ref=1DD6F6E35A, /globalassets/rib_knitted_halterneck_top-1100-007133-02611825.jpg?ref=8A690A7DDC"
Overlap Waterfall Linen Dress,/en/products/overlap-waterfall-linen-dress-orange-1017-001457-0261,10.48,"/globalassets/overlap_waterfall_linen_dress-1017-001457-02617931.jpg?ref=E53D539DAD, /globalassets/overlap_waterfall_linen_dress-1017-001457-02617963-recovered.jpg?ref=EF416A631D, /globalassets/overlap_waterfall_linen_dress-1017-001457-02617943.jpg?ref=A738BE9525, /globalassets/overlap_waterfall_linen_dress-1017-001457-02617958.jpg?ref=DA9A30AF34, /globalassets/overlap_waterfall_linen_dress_1017-001457-0261_flatlay.jpg?ref=2D2B8A5096"
Striped Elastic Mid Waist Trousers,/en/products/striped-elastic-mid-waist-trousers-blue-stripe-1812-000429-0238,34.97,"/globalassets/striped_elastic_mid_waist_trousers_1812-000429-0238_5278.jpg?ref=D81E412B5B, /globalassets/striped_elastic_mid_waist_trousers_1812-000429-0238_5340.jpg?ref=E8E8668F8F, /globalassets/striped_elastic_mid_waist_trousers_1812-000429-0238_5328.jpg?ref=D0F7AF39B2, /globalassets/striped_elastic_mid_waist_trousers_1812-000429-0238_5336.jpg?ref=A91F77CDB3, /globalassets/striped_elastic_mid_waist_trousers_1812-000429-0238_1_campaign.jpg?ref=342AFBBDB5, /globalassets/striped_elastic_mid_waist_trousers_1812-000429-0238_3_campaign.jpg?ref=39F67AF6D0, /globalassets/striped_elastic_mid_waist_trousers-1812-000429-0238_0123_flatlayf.jpg?ref=EF92EC963F"
Peplum Jersey Top,/en/products/peplum-jersey-top-black-1100-008170-0002,23.97,"/globalassets/peplum_jersey_top-1100-008170-0002_0125.jpg?ref=9C43C395CF, /globalassets/peplum_jersey_top-1100-008170-0002_0145.jpg?ref=A06357D502, /globalassets/peplum_jersey_top-1100-008170-0002_0119_01c.jpg?ref=8B9EBF65C7, /globalassets/peplum_jersey_top-1100-008170-0002_0133.jpg?ref=300E92B571, /globalassets/peplum_jersey_top_1100-008170-0002_creative.jpg?ref=BAB7B53DCA, /globalassets/peplum_jersey_top_1100-008170-0002_0754.jpg?ref=DEC95482B0, /globalassets/peplum_jersey_top_1100-008170-00020035-copy_flatlayf.jpg?ref=F0246BD77C"
Oversized Linen Blend Shirt,/en/products/oversized-linen-blend-shirt-beige-stripe-1100-008952-9291,50.97,"/globalassets/laurenalexandria___-1100-008952-9291_1_social.jpg?ref=CAB0C337AB, /globalassets/oversized_linen_blend_shirt_1100-008952-9291_1897.jpg?ref=3CD7DDD8C9, /globalassets/oversized_linen_blend_shirt_1100-008952-9291_1921.jpg?ref=CEB368E971, /globalassets/oversized_linen_blend_shirt_1100-008952-9291_1888_01c.jpg?ref=002A898E17, /globalassets/oversized_linen_blend_shirt_1100-008952-9291_1910.jpg?ref=0AA06C0458, /globalassets/stephanieleighnyc_1100-008952-9291_social.jpg?ref=47A03DA4AF, /globalassets/oversized_linen_blend_shirt-1100-008952-9291_9751_flatlayf.jpg?ref=2CC10AAD6C"
Mid Waist Linen Mix Pants,/en/products/mid-waist-linen-mix-pants-beige-1014-001572-0005,27.47,"/globalassets/nakd_mid_waist_linen_mix_pants_1014-001572-0005_35146-copy.jpg?ref=FBE37E3B05, /globalassets/nakd_mid_waist_linen_mix_pants_1014-001572-0005_35164-copy.jpg?ref=6A8992F842, /globalassets/nakd_mid_waist_linen_mix_pants_1014-001572-0005_01c.jpg?ref=8E0F6D0AA5, /globalassets/nakd_mid_waist_linen_mix_pants_1014-001572-0005_35153-copy.jpg?ref=514AC3938C"
Double Folded Thin Strap Singlet,/en/products/double-folded-thin-strap-singlet-black-1100-009225-0002,9.97,"/globalassets/double_folded_thin_strap_singlet_1100-009225-00024407.jpg?ref=8A04358793, /globalassets/double_folded_thin_strap_singlet_1100-009225-00024416.jpg?ref=732CF3B007, /globalassets/double_folded_thin_strap_singlet_1100-009225-00024399_01c.jpg?ref=FBC8C9563C, /globalassets/double_folded_thin_strap_singlet_1100-009225-00024434.jpg?ref=E0AB204088, /globalassets/double_folded_thin_strap_singlet_1100-009225-00024407_creative.jpg?ref=611CDC9544"
Frill Detail Sleeveless Mini Dress,/en/products/frill-detail-sleeveless-mini-dress-golden-yellow-1812-000418-8100,44.97,"/globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_2_campaign.jpg?ref=CCB7E05572, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_11637.jpg?ref=5C140E23D5, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_11623.jpg?ref=71F46D7539, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_11609_01c.jpg?ref=43365693E8, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_11615.jpg?ref=F36CD86C5C, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_11617.jpg?ref=0E28274807, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-8100_5_campaign.jpg?ref=778DBE71E4, /globalassets/frill_detail_sleeveless_mini_dress_1812-000418-81002886_flatlayf.jpg?ref=F810BEABF5"
Cotton Mini Skirt,/en/products/cotton-mini-skirt-white-1100-008690-0001,32.97,"/globalassets/lisambengtsson_1100-008690-0001_social.jpg?ref=B174F3A19E, /globalassets/cotton_mini_skirt_1100-008690-0001_2-pack-silver-plated-pendant-hoops-1100-009375-0014_tie-neck-pearl-neklace-1100-009419-00017829.jpg?ref=1E4FA3C291, /globalassets/cotton_mini_skirt_1100-008690-0001_2-pack-silver-plated-pendant-hoops-1100-009375-0014_tie-neck-pearl-neklace-1100-009419-00017814.jpg?ref=D35150ED10, /globalassets/cotton_mini_skirt_1100-008690-0001_2-pack-silver-plated-pendant-hoops-1100-009375-0014_tie-neck-pearl-neklace-1100-009419-00017802_01c.jpg?ref=151940D30F, /globalassets/cotton_mini_skirt_1100-008690-0001_2-pack-silver-plated-pendant-hoops-1100-009375-0014_tie-neck-pearl-neklace-1100-009419-00017838.jpg?ref=46964863CD, /globalassets/cotton_mini_skirt_1100-008690-000113635.jpg?ref=676B839D1C, /globalassets/cotton_mini_skirt_1100-008690-000113643.jpg?ref=7EED6F2BCA, /globalassets/spodenkimoje_1100-008690-0001_1_social.jpg?ref=AE54A8FD8F, /globalassets/cotton_mini_skirt-1100-008690-0001_8300_flatlayf.jpg?ref=12C8A1F6F1"
V-neck Maxi Dress,/en/products/v-neck-maxi-dress-blue-print-1686-000214-0695,42.47,"/globalassets/v-neck_maxi_dress_1686-000214-0695_12318.jpg?ref=83E1E14053, /globalassets/v-neck_maxi_dress_1686-000214-0695_12324.jpg?ref=3CD2EFEC88, /globalassets/v-neck_maxi_dress_1686-000214-0695555_12302.jpg?ref=90DCB630A4, /globalassets/v-neck_maxi_dress_1686-000214-0695_12346.jpg?ref=49887F9328, /globalassets/v-neck_maxi_dress_1686-000214-0695_12358.jpg?ref=EBCF4192BC, /globalassets/v-neck_maxi_dress_1686-000214-0695_1_campaign.jpg?ref=70A16B56D7, /globalassets/v-neck_maxi_dress_1686-000214-0695_2_campaign.jpg?ref=804E4D3178, /globalassets/v-neck_maxi_dress-1686-000214-0695_2098_flatlay.jpg?ref=2002B0CACF"
Twist Detail Midi Dress,/en/products/twist-detail-midi-dress-beige-1727-000129-0005,20.98,"/globalassets/twist_detail_midi_dress-1727-000129-0005_15342_01c.jpg?ref=96F0010462, /globalassets/twist_detail_midi_dress-1727-000129-0005_15415.jpg?ref=107C759AC6, /globalassets/twist_detail_midi_dress-1727-000129-0005_15344.jpg?ref=77783F623B, /globalassets/twist_detail_midi_dress-1727-000129-0005_15358.jpg?ref=4DD0E24CC3, /globalassets/twist_detail_midi_dress-1727-000129-0005_15424-1.jpg?ref=3484DB3D6B, /globalassets/twist_detail_midi_dress_1727-000129-0005_1_social.jpg?ref=24F4C1E990"
Strap Detail Open Back Dress,/en/products/strap-detail-open-back-dress-orange-print-1789-000028-4319,69.95,"/globalassets/strap_detail_open_back_dress_1789-000028-4319_10550.jpg?ref=EF8D336B32, /globalassets/strap_detail_open_back_dress_1789-000028-4319_10566.jpg?ref=A5B217ABBB, /globalassets/strap_detail_open_back_dress_1789-000028-4319_10551.jpg?ref=D385C11D75, /globalassets/strap_detail_open_back_dress_1789-000028-4319_10561.jpg?ref=583C5CC369, /globalassets/strap_detail_open_back_dress_1789-000028-4319_1_campaign.jpg?ref=61E23EF8FE, /globalassets/strap_detail_open_back_dress_1789-000028-4319_2_campaign.jpg?ref=10A30D6EAE, /globalassets/strap_detail_open_nack_dress-1789-000028-4319_3093_flatlay.jpg?ref=4178E6745E"
Double Folded Thin Strap Singlet,/en/products/double-folded-thin-strap-singlet-pink-1100-009225-0015,9.97,"/globalassets/double_folded_thin_strap_singlet_1100-009225-0015_20397.jpg?ref=EA9A23DD25, /globalassets/double_folded_thin_strap_singlet_1100-009225-0015_20388.jpg?ref=930C2EF3DB, /globalassets/double_folded_thin_strap_singlet_1100-009225-0015_20400.jpg?ref=4562CC89D4, /globalassets/double_folded_thin_strap_singlet_1100-009225-0015_20369_01c.jpg?ref=3EF22223BC"
Crochet Frills Mini Dress,/en/products/crochet-frills-mini-dress-white-1789-000041-0001,69.95,"/globalassets/crochet_frils_mini_dress_1789-000041-0001_1_campaign.jpg?ref=62DFFD11CD, /globalassets/crochet_frils_mini_dress_1789-000041-0001_10514.jpg?ref=BB3AD6BA00, /globalassets/crochet_frils_mini_dress_1789-000041-0001_10539.jpg?ref=7D17737995, /globalassets/crochet_frils_mini_dress_1789-000041-0001_10518.jpg?ref=7193F1E7A9, /globalassets/crochet_frils_mini_dress_1789-000041-0001_10525.jpg?ref=C5E89308E5, /globalassets/crochet_frils_mini_dress_1789-000041-0001_10531.jpg?ref=E4DC33A0B1, /globalassets/crochet_frils_mini_dress_1789-000041-0001_3_campaign.jpg?ref=B694E8A3AC, /globalassets/crochet_frills_mini_dress-1789-000041-0001_3092_flatlay.jpg?ref=DB56793577"
Tank Top,/en/products/tank-top-white-1100-009379-0001,12.47,"/globalassets/tank_top_1100-009379-0001_hardware_detail_pumps_1055-001373-0008_7803.jpg?ref=FA3743FFBD, /globalassets/tank_top_1100-009379-0001_hardware_detail_pumps_1055-001373-0008_7805-copy.jpg?ref=6A366F0684, /globalassets/tank_top_1100-009379-0001_hardware_detail_pumps_1055-001373-0008_7797.jpg?ref=88772E77DF, /globalassets/tank_top_1100-009379-0001_hardware_detail_pumps_1055-001373-0008_7800.jpg?ref=666B085908"
Tie Back Overlap Mini Dress,/en/products/tie-back-overlap-mini-dress-bluewhite-stripe-1100-007650-0469,34.97,"/globalassets/tie_back_overlap_mini_dress_1100-007650-04690481.jpg?ref=842760CE15, /globalassets/tie_back_overlap_mini_dress_1100-007650-04690493.jpg?ref=9FF8F01A0F, /globalassets/tie_back_overlap_mini_dress_1100-007650-04690476_01c.jpg?ref=36F6E91CD1, /globalassets/tie_back_overlap_mini_dress_1100-007650-04690497.jpg?ref=C77F323B4C, /globalassets/tie_back_overlap_mini_dress-1100-007650-0469_5612_01c.jpg?ref=A141CC3043, /globalassets/tie_back_overlap_mini_dress-1100-007650-0469_5642.jpg?ref=7A62836B86, /globalassets/tie_back_overlap_mini_dress-1100-007650-0469_9271_flatlay.jpg?ref=1E7DF2249D"
Seersucker Midi Dress,/en/products/seersucker-midi-dress-beige-1100-009476-1727,41.97,"/globalassets/seersucker_midi_dress-1100-009476-1727_13339.jpg?ref=CDA70B0BF9, /globalassets/seersucker_midi_dress-1100-009476-1727_13348.jpg?ref=E9EC7D7049, /globalassets/seersucker_midi_dress-1100-009476-1727_13329.jpg?ref=1B19B7431B, /globalassets/seersucker_midi_dress-1100-009476-1727_13332.jpg?ref=60B998C157, /globalassets/seersucker_midi_dress-1100-009476-1727_creative.jpg?ref=972E054A84"
Anglaise Wrap Blouse,/en/products/anglaise-wrap-blouse-white-1100-008610-0001,32.97,"/globalassets/anglaise_wrap_blouse_1100-008610-0001_1997.jpg?ref=46E3E77E8F, /globalassets/anglaise_wrap_blouse_1100-008610-0001_2025.jpg?ref=37F3F5EB45, /globalassets/anglaise_wrap_blouse_1100-008610-0001_1996.jpg?ref=D464C6870A, /globalassets/anglaise_wrap_blouse_1100-008610-0001_2021.jpg?ref=8E971DFAD2, /globalassets/anglaise_wrap_blouse-1100-008610-0001_7023_flatlayf.jpg?ref=F1B1A72ADF"
Crochet Knitted Maxi Skirt,/en/products/crochet-knitted-maxi-skirt-black-1100-009160-0002,44.97,"/globalassets/crochet_knitted_maxi_skirt_1100-009160-0002_2-pack_colored_stone_rings_1100-009742-00133795_01c.jpg?ref=B3BDDC7F2E, /globalassets/crochet_knitted_maxi_skirt_1100-009160-0002_2-pack_colored_stone_rings_1100-009742-00133812.jpg?ref=E995D47515, /globalassets/crochet_knitted_maxi_skirt_1100-009160-0002_2-pack_colored_stone_rings_1100-009742-00133803.jpg?ref=9EF0886550, /globalassets/crochet_knitted_maxi_skirt_1100-009160-0002_2-pack_colored_stone_rings_1100-009742-00133844.jpg?ref=8AB10E2EB3, /globalassets/crochet_knitted_maxi_skirt_1100-009160-0002_2-pack_colored_stone_rings_1100-009742-00133810.jpg?ref=E6075B87D4, /globalassets/crochet_knitted_maxi_skirt_1100-009160-0002_1_campaign.jpg?ref=9BCB7D7DFC, /globalassets/chrochet_knitted_maxi_skirt_1100-009160-00020173_flatlayf.jpg?ref=D6020CECBC"
Thin Strap Cropped Basic Singlet,/en/products/thin-strap-cropped-basic-singlet-black-1044-000199-0002,5.98,"/globalassets/nakd_thin_strap_cropped_basic_singlet_1044-000199-0002_15885_-1.jpg?ref=2D902434A2, /globalassets/nakd_thin_strap_cropped_basic_singlet_1044-000199-0002_15867_.jpg?ref=9C0106BB6A, /globalassets/nakd_thin_strap_cropped_basic_singlet_1044-000199-0002_15852__01c.jpg?ref=DF1E7C3D76, /globalassets/nakd_thin_strap_cropped_basic_singlet_1044-000199-0002_15865_-1.jpg?ref=5E29A6AA69, /globalassets/thin_strap_cropped_basic_singlet-_1044-000199-0002_2_flatlay.jpg?ref=A7C8B7A8DA"
Linen Blend Round Neck T-shirt,/en/products/linen-blend-round-neck-t-shirt-beige-1100-009224-0005,19.97,"/globalassets/linen_blend_round_neck_t-shirt_1100-009224-0005_1441_creative.jpg?ref=6D529937DE, /globalassets/linen_blend_round_neck_t-shirt_1100-009224-0005_1421.jpg?ref=FBE595F401, /globalassets/linen_blend_round_neck_t-shirt_1100-009224-0005_1407_01c.jpg?ref=ADA28DC575, /globalassets/linen_blend_round_neck_t-shirt_1100-009224-0005_1416.jpg?ref=9CF1D41166"
Sleeve Detail Deep Back Dress,/en/products/sleeve-detail-deep-back-dress-white,65.97,"/globalassets/nakd_1100-003800-0001_creative_22.jpg?ref=B2A88F3B7D, /globalassets/sleeve_detail_deep_back_dress-1100-003800-0001_65928.jpg?ref=696AE8C28D, /globalassets/sleeve_detail_deep_back_dress-1100-003800-0001_65952.jpg?ref=D3149F7E15, /globalassets/sleeve_detail_deep_back_dress-1100-003800-0001_65926.jpg?ref=C973A530B5, /globalassets/sleeve_detail_deep_back_dress-1100-003800-0001_65943.jpg?ref=C50FD240DF, /globalassets/nakd_1100-003800-0001_creative.jpg?ref=9E3542B9DB"
Knitted Slit Detail Tube Top,/en/products/knitted-slit-detail-tube-top-green-1100-009197-0010,19.97,"/globalassets/knitted_slit_detail_tube_top_1100-009197-0010_41.jpg?ref=EE019337DA, /globalassets/knitted_slit_detail_tube_top_1100-009197-0010_50.jpg?ref=42D3BE8C4B, /globalassets/knitted_slit_detail_tube_top_1100-009197-0010_33.jpg?ref=E274B41F9E, /globalassets/knitted_slit_detail_tube_top_1100-009197-0010_7.jpg?ref=675900BEF1, /globalassets/nakd_1100-009197-0010_campaign.jpg?ref=FC2AEB56D2, /globalassets/knitted_slit_detail_tube_top-1100-009197-0010_9495_flatlayf.jpg?ref=D4960FAEA4"
Fuzzy Material Mini Dress,/en/products/fuzzy-material-mini-dress-offwhite-1014-001514-0260,16.48,"/globalassets/nakd_fuzzy_material_mini_dress_1014-001514-0260_28715.jpg?ref=4F4825A152, /globalassets/nakd_fuzzy_material_mini_dress_1014-001514-0260_28749.jpg?ref=ED14D6DE70, /globalassets/nakd_fuzzy_material_mini_dress_1014-001514-0260_2871011.jpg?ref=1D1A60E582, /globalassets/nakd_fuzzy_material_mini_dress_1014-001514-0260_28728.jpg?ref=F2B61E85A9"
Linen Blend Mid Waist Trousers,/en/products/linen-blend-mid-waist-trousers-off-white-1799-000047-4070,32.97,"/globalassets/linen_blend_high_waist_traousers_1799-000047-4070_24545.jpg?ref=8DA4E9B5B1, /globalassets/linen_blend_high_waist_traousers_1799-000047-4070_24615.jpg?ref=1C1AA01D1E, /globalassets/linen_blend_high_waist_traousers_1799-000047-4070_24600.jpg?ref=C9D213D706, /globalassets/linen_blend_high_waist_traousers_1799-000047-4070_24607.jpg?ref=7247C54628"
